0.3567		-0.376		1
-0.1845		-0.854		0
0.6922		-0.2998		0
-0.1851		0.8165		0
0.3717		0.8072		0
0.9557		-0.8271		0
-0.4003		0.2225		1
-0.7392		-0.7065		0
-0.4907		-0.5469		1
-0.3132		0.7861		0
-0.9331		-0.8352		0
0.5465		-0.9596		0
-0.6567		0.3641		0
0.3373		-0.7618		0
-0.2249		0.9348		0
0.1413		0.5081		1
-0.1854		-0.9619		0
0.064		0.6975		1
-0.4276		-0.8362		0
-0.9397		0.22		0
-0.502		-0.4631		1
0.3091		0.4363		1
0.2725		-0.8036		0
0.3598		-0.657		0
-0.0127		-0.4062		1
0.935		-0.1838		0
0.8384		-0.6047		0
-0.9025		-0.3263		0
-0.1437		0.7315		1
-0.9966		0.4853		0
-0.7586		0.6907		0
0.6283		-0.667		0
-0.8904		-0.5622		0
0.1733		-0.2067		1
0.0315		0.2415		1
0.9462		0.4502		0
-0.8912		-0.8823		0
0.5763		0.2791		1
-0.9038		-0.1204		0
0.5173		-0.699		0
0.8803		0.6049		0
0.4929		-0.0572		1
0.0926		0.5982		1
-0.6414		-0.5168		0
-0.6617		-0.6536		0
0.3756		0.9217		0
-0.787		-0.0076		0
0.9367		0.5214		0
0.5182		-0.6834		0
-0.5378		0.7785		0
-0.6306		0.0544		1
0.0186		0.2319		1
0.7994		0.0731		0
0.3235		0.0071		1
-0.9287		-0.9739		0
0.9025		-0.7178		0
0.4746		0.2853		1
0.1864		0.8412		0
0.8226		-0.5591		0
-0.8841		-0.1923		0
-0.2145		-0.3425		1
-0.4362		-0.3244		1
0.937		-0.1553		0
0.0368		0.6243		1
0.6585		0.8739		0
0.1515		0.0442		1
-0.0606		0.8377		0
-0.2948		0.1771		1
0.6235		0.4476		0
-0.5851		-0.0656		1
0.3154		-0.136		1
-0.7477		0.8143		0
0.0215		0.0189		1
0.6569		-0.0358		1
-0.6166		-0.6789		0
0.1203		-0.3112		1
-0.314		0.6471		1
-0.0383		-0.4397		1
-0.7307		0.1505		1
-0.9592		0.3686		0
-0.9647		-0.0696		0
0.9888		0.4635		0
-0.8517		0.4448		0
-0.6369		-0.1059		1
0.4087		0.7845		0
-0.362		-0.7305		0
-0.3912		0.1079		1
-0.1073		0.8252		0
-0.0693		0.7924		0
0.3638		-0.282		1
-0.7845		-0.1059		0
0.606		0.8079		0
-0.0849		-0.8859		0
-0.9195		0.1811		0
-0.9101		-0.3703		0
-0.7111		0.6896		0
-0.6217		0.5008		0
0.6201		0.9659		0
0.3523		-0.814		0
-0.5996		0.1529		1
-0.2258		0.7277		0
-0.7239		-0.0431		1
0.4331		0.889		0
-0.0634		-0.3497		1
0.1099		-0.2409		1
-0.5899		0.9332		0
-0.7555		0.2861		0
0.1186		-0.0356		1
-0.2003		0.7123		1
0.3966		-0.9105		0
-0.3319		0.0237		1
-0.1493		-0.6904		1
0.466		0.9585		0
-0.8161		-0.4581		0
0.313		0.953		0
0.8965		0.4902		0
-0.0409		0.876		0
0.4272		0.1269		1
-0.0015		-0.51		1
0.1874		-0.8473		0
0.6559		0.5757		0
0.788		-0.4622		0
-0.8128		0.3866		0
-0.1832		0.7097		1
-0.8874		0.183		0
-0.3638		-0.5514		1
0.9346		0.412		0
0.0405		0.9611		0
-0.6206		0.7959		0
0.8211		0.5558		0
-0.7811		0.0964		0
-0.904		-0.2736		0
-0.9562		0.824		0
0.1822		-0.4121		1
-0.0846		0.3383		1
-0.7647		-0.3623		0
0.8137		0.5253		0
0.301		-0.1609		1
-0.7488		0.4682		0
-0.8602		-0.606		0
0.5026		0.7297		0
0.5312		0.5847		0
-0.292		-0.5331		1
-0.8939		-0.3942		0
-0.6452		-0.1194		1
0.9727		-0.1565		0
0.4682		-0.5815		1
-0.6383		0.2567		1
0.0831		0.0435		1
0.4304		0.2326		1
-0.6384		0.7998		0
0.6535		0.2737		1
-0.7994		0.2585		0
-0.2447		-0.3385		1
0.3778		0.3274		1
0.4614		0.5895		0
0.7354		-0.3186		0
0.0927		-0.0414		1
-0.9972		-0.3584		0
0.8027		0.4374		0
-0.9119		0.671		0
-0.8001		0.6988		0
-0.4746		-0.5189		1
0.5678		-0.496		0
-0.7565		0.8023		0
0.4507		0.8593		0
-0.362		-0.1385		1
-0.048		-0.662		1
0.457		-0.7521		0
0.1773		0.1896		1
0.4241		-0.2335		1
0.5835		-0.2526		1
-0.8046		-0.7244		0
-0.7712		0.1692		0
0.396		-0.7547		0
0.9671		0.5396		0
0.6133		-0.9462		0
0.5098		-0.5129		1
0.3332		-0.8151		0
0.8508		-0.2054		0
-0.0508		-0.0512		1
-0.4817		-0.7099		0
-0.2196		-0.7555		0
0.383		-0.6385		1
0.6406		0.2895		1
-0.882		0.8369		0
0.6286		-0.6806		0
-0.8891		-0.5361		0
0.3691		-0.6688		0
-0.9619		-0.5461		0
0.7708		-0.961		0
0.443		0.6663		0
-0.5211		-0.4278		1
-0.895		-0.5571		0
0.2595		-0.3071		1
-0.8698		-0.0788		0
-0.9286		0.6928		0
-0.8982		-0.2587		0
-0.7218		0.4041		0
-0.7475		0.4819		0
-0.0269		-0.8595		0
0.7098		-0.4648		0
-0.5907		-0.9541		0
-0.3019		-0.9043		0
-0.5755		0.8052		0
0.9208		0.6297		0
-0.7224		0.8313		0
0.4773		0.5124		1
-0.7414		0.5797		0
-0.6673		0.2566		1
0.1179		-0.8216		0
-0.5164		0.8048		0
0.4379		-0.0336		1
0.0591		0.647		1
0.6059		0.5981		0
0.3989		0.633		1
-0.1892		-0.7116		1
-0.4253		0.7377		0
-0.9724		0.8841		0
0.9256		0.9156		0
-0.5687		-0.0512		1
-0.2412		0.7457		0
0.8918		0.7859		0
-0.4965		-0.3863		1
-0.6845		-0.2488		1
0.6926		-0.6536		0
0.647		-0.0822		1
0.2356		-0.0742		1
0.1934		0.847		0
-0.3274		-0.7223		0
-0.2234		0.4799		1
-0.4475		-0.8414		0
0.1879		-0.4343		1
-0.509		0.246		1
0.9685		-0.985		0
0.3363		0.6834		0
-0.0221		-0.7988		0
0.2678		-0.1364		1
-0.2417		-0.9704		0
-0.3015		-0.7343		0
-0.4461		0.085		1
-0.3089		0.7721		0
-0.1461		0.7656		0
-0.7298		0.9375		0
0.2622		-0.0864		1
0.8117		-0.492		0
-0.0085		0.9189		0
0.2917		0.4555		1
-0.8392		-0.298		0
-0.4669		0.7461		0
-0.4852		-0.3104		1
0.2644		-0.1192		1
-0.4619		-0.1553		1
-0.7396		0.0779		1
-0.4263		0.2835		1
0.5717		0.7118		0
0.5347		-0.7155		0
-0.0991		0.8141		0
-0.0429		0.7305		1
-0.1293		0.9002		0
-0.6896		-0.1254		1
-0.2465		0.6458		1
0.9764		-0.3794		0
-0.5508		-0.0676		1
0.6251		-0.0548		1
0.0715		0.7336		1
0.4642		0.6984		0
-0.1675		0.5763		1
-0.2499		-0.586		1
0.705		0.6731		0
-0.134		0.1452		1
0.6956		-0.6578		0
-0.0871		0.7051		1
-0.0668		-0.5401		1
-0.4746		0.3005		1
0.0467		0.4827		1
-0.9187		-0.7414		0
-0.1549		0.2353		1
0.3169		0.9728		0
-0.0061		-0.2891		1
-0.9519		0.5661		0
0.2595		-0.8978		0
0.8434		0.0991		0
0.8847		0.4905		0
0.2099		-0.6351		1
-0.5032		-0.4119		1
0.3724		0.5974		1
-0.9224		-0.639		0
0.431		-0.1887		1
-0.4367		-0.613		0
-0.6031		0.8135		0
0.3389		-0.2419		1
-0.3605		0.505		1
-0.6022		-0.373		1
0.8014		0.1472		0
0.1956		0.2027		1
0.6354		-0.9527		0
0.9307		0.3697		0
0.7788		0.89		0
-0.6738		-0.2311		1
0.7732		0.4376		0
-0.5013		-0.133		1
0.2404		-0.2918		1
-0.0084		-0.7953		0
0.6113		0.8036		0
0.9046		0.6352		0
-0.9396		0.8959		0
-0.1442		-0.9936		0
-0.3579		-0.8571		0
0.6739		-0.6996		0
0.3773		0.1881		1
0.6147		0.3788		1
-0.9936		-0.3946		0
0.2604		0.0186		1
0.5366		0.4799		1
0.7548		0.2966		0
0.416		-0.3859		1
-0.0877		-0.2615		1
-0.5627		-0.8947		0
0.5738		0.9972		0
-0.9904		-0.1956		0
0.1242		-0.5292		1
0.5611		-0.298		1
0.0804		-0.3604		1
0.6546		0.6905		0
0.5992		0.3166		1
0.1337		0.9613		0
0.8554		0.3875		0
0.0303		0.9876		0
0.5308		-0.6781		0
0.7962		0.4251		0
-0.2599		-0.1844		1
-0.8509		0.1851		0
0.0313		-0.5783		1
0.2942		0.1083		1
0.5595		0.7258		0
0.9503		0.5589		0
0.2432		0.9541		0
-0.8676		-0.8079		0
-0.2625		0.9168		0
-0.2599		-0.2313		1
0.3027		0.0625		1
0.0544		-0.0572		1
-0.6664		0.3152		1
0.5191		0.0541		1
-0.705		0.3881		0
0.5334		0.0927		1
-0.4249		0.3325		1
-0.8218		-0.0463		0
0.2579		0.1298		1
0.3334		0.15		1
0.407		-0.2138		1
0.9335		0.4408		0
-0.8304		-0.7528		0
0.806		0.1245		0
0.2802		0.9375		0
0.5502		-0.6114		0
-0.7856		-0.6869		0
0.268		0.8016		0
0.0966		-0.348		1
0.4811		-0.7583		0
-0.4828		-0.2801		1
-0.1469		-0.9579		0
0.148		-0.4426		1
-0.577		0.6108		0
0.0749		0.498		1
0.2611		-0.2668		1
-0.334		0.2937		1
-0.0877		-0.3026		1
-0.7051		0.0253		1
0.3907		0.2356		1
-0.9457		0.5461		0
0.588		0.1518		1
0.9382		-0.5468		0
0.9299		0.9989		0
-0.1021		-0.945		0
0.3288		-0.9596		0
-0.4784		-0.8789		0
0.1676		0.4302		1
0.9814		-0.4817		0
0.1375		-0.4358		1
0.1002		0.3175		1
0.4478		0.8331		0
0.9649		0.3712		0
-0.7812		-0.1823		0
0.7991		0.92		0
-0.9249		0.0144		0
0.3346		0.9815		0
0.3232		0.5837		1
-0.4308		-0.3333		1
-0.039		-0.8786		0
-0.672		0.8725		0
0.1271		-0.2665		1
-0.1391		0.7373		0
